" Verkkoa ja virikkeitä varttuneille,""Mediakasvatus: pelit, tiedonhakinnan ohjaus, lähdekriittisyys, monimedialukutaito jne."",""Erityisryhmät"",""Pöytyä"",""Varsinais-Suomi"",""2013-09-01T00:00:00"",""25500"",""Varsinais-Suomen"",""ELY"",""2014-05-31T00:00:00"",""Pöy",
" Verkkoa ja virikkeitä varttuneille,""Mediakasvatus: pelit, tiedonhakinnan ohjaus, lähdekriittisyys, monimedialukutaito jne."",""Ikääntyneet"",""Pöytyä"",""Varsinais-Suomi"",""2013-09-01T00:00:00"",""25500"",""Varsinais-Suomen"",""ELY"",""2014-05-31T00:00:00"",""Pöyt",
"\En löydä täältä mitään\"""",""Kirjastotilat, tilasuunnittelu, opasteet"",""Kirjaston asiakkaat"",""Pyhäjoki"",""Pohjois-Pohjanmaa"",""2012-08-12T00:00:00"",""2320"",""Pohjois-Pohjanmaan"",""ELY"",""2012-12-30T00:00:00"",""Pyhäjoen kunnankirjasto"",""2012-01-01 00:00:0",
"\Författarbesök, litterära program för femteklassisterna i Lukaskommunerna"",""Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym."",""Lapset (alle 13 v.)"",""Raasepori"",""Uusimaa"",""2013-09-01T00:00:00"",""8500"",""Uudenmaan"",""",
"\Ihan tyhmii runoi!\"" – Nuorten näkökulmia kirjastoon "",""Palvelujen kehittäminen"",""Nuoret (13-19  v.)"",""Kangasala"",""Pirkanmaa"",""2014-09-01T00:00:00"",""29500"",""Länsi- ja Sisä-Suomen"",""ELY"",""2015-05-31T00:00:00"",""Kangasalan kunnankirjasto"",""2014-01-01",
"\Kirjasto on OK!\"" Lisää virtaa nuortenkirjastotyöhön"",""Palvelujen kehittäminen"",""Nuoret (13-19  v.)"",""Saarijärvi"",""Keski-Suomi"",""2014-01-01T00:00:00"",""13930"",""Länsi- ja Sisä-Suomen "",""ELY"",""2015-05-31T00:00:00"",""Saarijärven kaupunginkirjasto"",""2",
"\Minä en käy kirjastossa\"""",""Palvelujen kehittäminen"",""Kirjaston ei-käyttäjät"",""Hämeenkyrö"",""Pirkanmaa"",""2013-01-01T00:00:00"",""2750"",""Pohjanmaan"",""ELY"",""2013-12-31T00:00:00"",""Hämeenkyrön kirjasto"",""2013-01-01 00:00:00"",""fi"",""hankkeet.kirjastot.f",
"\Sitähän se kaikki on\"" - taiteen ja tiedon ykseyttä kirjastossa"",""Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana"",""Kirjaston ei-käyttäjät"",""Kerava"",""Uusimaa"",""2014-05-01T00:00:00"",""24500"",""Etelä-Suomen"",""ELY"",""2015-12-31T00:00:00"",""K",
"\Sitähän se kaikki on\"" - taiteen ja tiedon ykseyttä kirjastossa"",""Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana"",""Kirjaston asiakkaat"",""Kerava"",""Uusimaa"",""2014-05-01T00:00:00"",""24500"",""Etelä-Suomen"",""ELY"",""2015-12-31T00:00:00"",""Keravan",
"150 vuotta kirjastotoimintaa Ruovedellä,""Palvelujen kehittäminen"",""Kirjaston asiakkaat"",""Ruovesi"",""Pirkanmaa"",""2013-01-01T00:00:00"",""10000"",""Pohjanmaan"",""ELY"",""2013-12-31T00:00:00"",""Ruoveden kunnankirjasto"",""2013-01-01 00:00:00"",""fi"",""hankkeet.kirjastot",
"300 vuotta kulttuuria,""Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana"",""Kirjaston asiakkaat"",""Joensuu"",""Pohjois-Karjala"",""2012-02-29T00:00:00"",""2540"",""Pohjois-Savon"",""ELY"",""2012-11-29T00:00:00"",""Joensuun seutukirjasto - Pohjois-Karjalan maak",
"5K,""Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym."",""Kirjaston asiakkaat"",""Kannonkoski"",""Keski-Suomi"",""2012-05-31T00:00:00"",""12000"",""Pohjanmaan"",""ELY"",""2013-12-30T00:00:00"",""Kannonkosken kunnankirjasto"",""2012-01-01 ",
"Aakkoset kohtaavat,""Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym."",""Tietty ammattiryhmä (esim. opettajat)"",""Valkeakoski"",""Pirkanmaa"",""2011-10-27T00:00:00"",""8000"",""Pohjanmaan"",""ELY"",""2011-10-27T00:00:00"",""Valkeakos",
"Aakkoset kohtaavat,""Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym."",""Lapset (alle 13 v.)"",""Valkeakoski"",""Pirkanmaa"",""2011-10-27T00:00:00"",""8000"",""Pohjanmaan"",""ELY"",""2011-10-27T00:00:00"",""Valkeakosken kaupunginkirjas",
"ÄIJÄT KIRJAN KIMPPUUN,""Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym."",""Kirjaston asiakkaat"",""Lapua"",""Etelä-Pohjanmaa"",""2012-10-29T00:00:00"",""69650"",""Pohjanmaan"",""ELY"",""2012-10-29T00:00:00"",""Lapuan kaupunginkirja",
